subtype,year,hemisphere,clade,freq_prev,E_pre_fit,E_pre_freq,G_pre_fit,G_pre_freq,D_pre_fit,D_pre_freq,E+G_pre_fit,E+G_pre_freq,E+D_pre_fit,E+D_pre_freq,G+D_pre_fit,G+D_pre_freq,E+G+D_pre_fit,E+G+D_pre_freq
H3N2,2023,south,3C.2a1b.2a.2a.3,0.113805,-0.148025,0.194184,-0.715058,0.10889,-0.584345,0.096442,-0.863083,0.184716,-1.232659,0.100309,-1.352352,0.079495,-1.941374,0.091554
H3N2,2023,south,3C.2a1b.2a.2a.3a,0.024157,-0.148025,0.041218,-0.718211,0.023041,-0.958077,0.014087,-0.866237,0.039085,-1.60639,0.014652,-1.737152,0.011484,-2.321557,0.013288
H3N2,2023,south,3C.2a1b.2a.2a.3a.1,0.003668,-0.040991,0.006966,-0.709963,0.003528,-0.901918,0.002263,-0.750954,0.00666,-1.518864,0.002429,-1.652197,0.001899,-2.198597,0.002282
H3N2,2023,south,3C.2a1b.2a.2a.3b,0.02532,-0.854507,0.021315,-0.725774,0.023968,-0.842976,0.016567,-1.580281,0.02006,-1.543658,0.016352,-1.648879,0.013148,-2.308143,0.014115
H3N2,2023,south,3C.2a1b.2a.2b,0.086249,-0.098726,0.154601,-0.652847,0.08782,-1.090304,0.044068,-0.751572,0.156503,-1.728414,0.046305,-1.655673,0.044484,-2.307735,0.048102
H3N2,2024,north,3C.2a1b.2a.2a.3a.1,0.971669,-0.693147,1.0,-0.693147,1.0,-0.693147,1.0,-1.386294,1.0,-1.386294,1.0,-1.386294,1.0,-2.079442,1.0
H3N2,2024,south,3C.2a1b.2a.2a.1b,0.181946,-2.83747,0.024251,-0.74257,0.18118,-0.075782,0.356267,-3.58004,0.023305,-0.840766,0.341758,-0.942675,0.28562,-1.685638,0.290015
H3N2,2024,south,3C.2a1b.2a.2a.3,0.019394,-0.983686,0.016502,-0.672477,0.020714,-0.569325,0.023182,-1.656162,0.01701,-1.27544,0.023586,-1.195265,0.023648,-1.936419,0.024056
H3N2,2024,south,3C.2a1b.2a.2a.3a,0.014104,-0.078454,0.029674,-0.666167,0.01516,-0.885401,0.012291,-0.744621,0.03078,-1.517865,0.013461,-1.491518,0.012789,-2.119516,0.014568
H3N2,2024,south,3C.2a1b.2a.2a.3a.1,0.430536,-0.945269,0.380694,-0.637811,0.476072,-0.454425,0.577296,-1.58308,0.406243,-1.158969,0.588289,-0.975631,0.653947,-1.752346,0.641971
H3N2,2024,south,3C.2a1b.2a.2b,0.311001,-0.254152,0.548879,-0.751709,0.306874,-3.054696,0.030965,-1.005861,0.522663,-3.717322,0.032905,-3.955555,0.023996,-4.51101,0.02939
